index,name,age,height,nationality,price,max_price,position,shirt_nr,foot,club,contract_expires,joined_club,player_agent,outfitter,league
852,Antonis Aidonis,21,1.86,Germany Greece,0.35,0.5,Defender - Centre-Back,37,right,VfB Stuttgart,2023-06-30,2020-07-24,MK Sport Consulting,Nike,Bundesliga
853,Borna Sosa,25,1.87,Croatia Germany,15.0,23.0,Defender - Left-Back,24,left,VfB Stuttgart,2025-06-30,2018-07-01,CAA Stellar,,Bundesliga
854,Josha Vagnoman,22,1.9,Germany Cote d'Ivoire,5.0,5.0,Defender - Right-Back,4,right,VfB Stuttgart,2026-06-30,2022-07-09,FTC,adidas,Bundesliga
855,Pascal Stenzel,27,1.83,Germany,1.5,6.5,Defender - Right-Back,15,right,VfB Stuttgart,2024-06-30,2020-07-01,Unique Sports Group,,Bundesliga
856,Wataru Endo,30,1.78,Japan,6.5,10.0,midfield - Defensive Midfield,3,right,VfB Stuttgart,2024-06-30,2020-07-01,Universal Sports ...,Puma,Bundesliga
857,Atakan Karazor,26,1.91,Germany,4.5,4.5,midfield - Defensive Midfield,16,right,VfB Stuttgart,2026-06-30,2019-07-01,EMG Mundial,adidas,Bundesliga
858,Enzo Millot,20,1.74,France Martinique,2.5,2.5,midfield - Central Midfield,8,left,VfB Stuttgart,2025-06-30,2021-08-14,Klan Soccer FZCO,,Bundesliga
859,Nikolas Nartey,23,1.85,Denmark Ghana,1.8,1.8,midfield - Central Midfield,28,left,VfB Stuttgart,2025-06-30,2019-08-29,Boutique Transfers,,Bundesliga
860,Genki Haraguchi,32,1.78,Japan,2.0,4.5,midfield - Attacking Midfield,17,right,VfB Stuttgart,2024-06-30,2023-01-30,PRO Profil GmbH,Nike,Bundesliga
861,Lilian Egloff,20,1.82,Germany,1.5,1.5,midfield - Attacking Midfield,25,right,VfB Stuttgart,2024-06-30,2020-07-01,VIDA 11,,Bundesliga
862,Ömer Beyaz,19,1.71,Turkey,0.7,1.0,midfield - Attacking Midfield,30,left,VfB Stuttgart,2025-06-30,2021-07-01,M-Soccermanagement,Nike,Bundesliga
863,Laurin Ulrich,18,1.8,Germany,0.5,0.5,midfield - Attacking Midfield,36,right,VfB Stuttgart,2026-06-30,2022-07-01,Rummenigge Sport ...,Nike,Bundesliga
864,Silas,24,1.89,DR Congo,10.0,25.0,Attack - Right Winger,14,right,VfB Stuttgart,2026-06-30,2019-08-13,M-Soccermanagement,,Bundesliga
865,Chris Führich,25,1.81,Germany,4.0,4.0,Attack - Right Winger,22,right,VfB Stuttgart,2025-06-30,2021-07-19,KL Sportsbase,,Bundesliga
866,Tanguy Coulibaly,22,1.78,France Cote d'Ivoire,2.0,5.0,Attack - Right Winger,7,left,VfB Stuttgart,2023-06-30,2019-07-02,,,Bundesliga
867,Gil Dias,26,1.86,Portugal,2.0,4.0,Attack - Right Winger,31,left,VfB Stuttgart,2025-06-30,2023-01-30,Ulisses Santos - ...,Nike,Bundesliga
868,Serhou Guirassy,27,1.87,Guinea France,10.0,15.0,Attack - Centre-Forward,9,right,VfB Stuttgart,2023-06-30,2022-09-01,Relatives,,Bundesliga
869,Tiago Tomás,20,1.8,Portugal,7.0,7.0,Attack - Centre-Forward,10,right,VfB Stuttgart,2023-06-30,2022-01-30,Proeleven S.A.,,Bundesliga
870,Juan José Perea,23,1.8,Colombia,2.4,2.4,Attack - Centre-Forward,11,right,VfB Stuttgart,2026-06-30,2022-07-08,Konstantinos Farras,adidas,Bundesliga
871,Luca Pfeiffer,26,1.96,Germany,2.0,2.8,Attack - Centre-Forward,20,right,VfB Stuttgart,2026-06-30,2022-08-02,Haspel ...,,Bundesliga
872,Thomas Kastanaras,20,1.86,Germany Greece,0.7,0.7,Attack - Centre-Forward,39,,VfB Stuttgart,2025-06-30,2022-07-01,Unique Sports Group,Puma,Bundesliga
873,Alou Kuol,21,1.81,Australia Southern Sudan,0.3,0.4,Attack - Centre-Forward,27,right,VfB Stuttgart,2025-06-30,2022-07-01,,,Bundesliga
874,Robin Zentner,28,1.95,Germany,5.0,5.0,Goalkeeper,27,right,1.FSV Mainz 05,2025-06-30,2014-07-01,W&K Fairplay,adidas,Bundesliga
875,Finn Dahmen,25,1.88,Germany England,1.0,2.0,Goalkeeper,1,right,1.FSV Mainz 05,2023-06-30,2018-07-01,CN Sports,,Bundesliga
876,Lasse Rieß,21,1.91,Germany,0.2,0.2,Goalkeeper,32,right,1.FSV Mainz 05,2025-06-30,2021-07-01,ROOF Talents,,Bundesliga
877,Maxim Leitsch,24,1.89,Germany,3.5,5.0,Defender - Centre-Back,5,left,1.FSV Mainz 05,2026-06-30,2022-07-01,Sports360 GmbH,adidas,Bundesliga
878,Andreas Hanche-Olsen,26,1.85,Norway,3.5,4.0,Defender - Centre-Back,25,right,1.FSV Mainz 05,2026-06-30,2023-01-13,Nordic Sky,,Bundesliga
879,Stefan Bell,31,1.92,Germany,2.5,6.0,Defender - Centre-Back,16,right,1.FSV Mainz 05,2024-06-30,2010-07-01,Haspel ...,adidas,Bundesliga
880,Alexander Hack,29,1.93,Germany,2.5,3.0,Defender - Centre-Back,42,left,1.FSV Mainz 05,2024-06-30,2015-11-30,PRO Profil GmbH,,Bundesliga
881,Philipp Schulz,17,1.88,Germany,0.3,0.3,Defender - Centre-Back,45,right,1.FSV Mainz 05,2025-06-30,2022-07-01,Agent is known - Player under 18,,Bundesliga
882,Anthony Caci,25,1.84,France,8.5,8.5,Defender - Left-Back,19,right,1.FSV Mainz 05,2026-06-30,2022-07-01,W.Egal O.S.F.M.,,Bundesliga
883,Aarón Martín,26,1.8,Spain,7.0,20.0,Defender - Left-Back,3,left,1.FSV Mainz 05,2023-06-30,2019-07-01,BY AND FOR,,Bundesliga
884,Silvan Widmer,30,1.83,Switzerland,5.0,9.0,Defender - Right-Back,30,right,1.FSV Mainz 05,2026-06-30,2021-07-09,CAA Base Ltd,,Bundesliga
885,Danny da Costa,29,1.87,Germany Angola,2.0,15.0,Defender - Right-Back,21,right,1.FSV Mainz 05,2025-06-30,2022-07-01,Sports360 GmbH,Nike,Bundesliga
886,Anton Stach,24,1.94,Germany,15.0,15.0,midfield - Defensive Midfield,6,both,1.FSV Mainz 05,2024-06-30,2021-07-31,ROOF,,Bundesliga
887,Leandro Barreiro,23,1.74,Luxembourg Portugal,10.0,11.0,midfield - Central Midfield,8,right,1.FSV Mainz 05,2024-06-30,2018-07-01,CAA Stellar,,Bundesliga
888,Dominik Kohr,29,1.83,Germany,4.0,8.5,midfield - Central Midfield,31,right,1.FSV Mainz 05,2026-06-30,2022-07-01,Sports360 GmbH,adidas,Bundesliga
889,Edimilson Fernandes,27,1.9,Switzerland Portugal,3.0,8.0,midfield - Central Midfield,20,right,1.FSV Mainz 05,2026-06-30,2019-07-01,IFM,,Bundesliga
890,Aymen Barkok,24,1.89,Morocco Germany,1.5,3.5,midfield - Central Midfield,4,right,1.FSV Mainz 05,2025-06-30,2022-07-01,Sports eXcellence ...,,Bundesliga
891,Eniss Shabani,19,1.8,Germany Kosovo,0.2,0.2,midfield - Central Midfield,41,right,1.FSV Mainz 05,2025-06-30,2022-07-01,ASBW Sport Marketing,,Bundesliga
892,Jae-sung Lee,30,1.8,"Korea, South",4.0,4.0,midfield - Attacking Midfield,7,left,1.FSV Mainz 05,2024-06-30,2021-07-08,Unique Sports Group,,Bundesliga
893,Delano Burgzorg,24,1.86,Netherlands Suriname,2.0,2.0,Attack - Left Winger,37,right,1.FSV Mainz 05,2025-06-30,2022-07-01,PURE,Puma,Bundesliga
894,Brajan Gruda,18,1.78,Germany Albania,0.5,0.5,Attack - Right Winger,43,left,1.FSV Mainz 05,2026-06-30,2022-11-18,Robert Schneider,adidas,Bundesliga
895,Jonathan Burkardt,22,1.83,Germany,12.0,17.0,Attack - Centre-Forward,29,right,1.FSV Mainz 05,2024-06-30,2018-07-01,PRO Profil GmbH,,Bundesliga
896,Ludovic Ajorque,29,1.96,France Réunion,9.0,16.0,Attack - Centre-Forward,17,left,1.FSV Mainz 05,2026-06-30,2023-01-24,Léandre Chouya,,Bundesliga
897,Marcus Ingvartsen,27,1.87,Denmark,4.5,4.5,Attack - Centre-Forward,11,left,1.FSV Mainz 05,2025-06-30,2022-07-01,People In Sport,,Bundesliga
898,Karim Onisiwo,31,1.88,Austria,3.5,4.5,Attack - Centre-Forward,9,right,1.FSV Mainz 05,2024-06-30,2016-01-05,ROOF,,Bundesliga
899,Nelson Weiper,18,1.92,Germany Albania,2.5,2.5,Attack - Centre-Forward,44,right,1.FSV Mainz 05,2025-06-30,2022-07-01,ASBW Sport Marketing,,Bundesliga
900,Marlon Mustapha,21,1.85,Austria,1.0,1.0,Attack - Centre-Forward,36,right,1.FSV Mainz 05,2024-06-30,2020-07-01,MD Sports,Puma,Bundesliga
901,Marvin Schwäbe,28,1.9,Germany,5.0,5.0,Goalkeeper,20,right,1.FC Köln,2024-06-30,2021-07-01,CN Sports,adidas,Bundesliga
902,Timo Horn,30,1.92,Germany,1.5,12.0,Goalkeeper,1,left,1.FC Köln,2023-06-30,2011-07-01,Sports360 GmbH,Puma,Bundesliga
903,Julian Roloff,22,1.92,Germany,0.1,0.1,Goalkeeper,1,right,1.FC Köln II,2024-06-30,2023-01-15,DC International ...,Stanno,Other
904,Matthias Köbbing,25,1.96,Germany,0.025,0.1,Goalkeeper,44,both,1.FC Köln,2025-06-30,2022-03-08,Haspel ...,,Bundesliga
905,Timo Hübers,26,1.9,Germany,7.5,7.5,Defender - Centre-Back,4,right,1.FC Köln,2024-06-30,2021-07-01,Timo Hübers,,Bundesliga
906,Luca Kilian,23,1.92,Germany,4.5,4.5,Defender - Centre-Back,15,right,1.FC Köln,2025-06-30,2022-07-01,LK Management,,Bundesliga
907,Julian Chabot,25,1.95,Germany France,3.5,3.5,Defender - Centre-Back,24,left,1.FC Köln,2023-06-30,2022-01-26,PRO Profil GmbH,,Bundesliga
908,Nikola Soldo,22,1.89,Croatia,1.5,1.8,Defender - Centre-Back,5,right,1.FC Köln,2025-06-30,2022-09-01,P&P Sport ...,,Bundesliga
909,Rijad Smajic,19,1.9,Bosnia-Herzegovina Germany,0.2,0.2,Defender - Centre-Back,19,,1.FC Köln II,2025-06-30,2022-01-01,OLP Sports,,Other
910,Elias Bakatukanda,19,1.93,Germany DR Congo,,,Defender - Centre-Back,5,both,1.FC Köln U19,2026-06-30,2021-07-01,FM Worldsport,,Other
911,Jonas Hector,32,1.85,Germany,3.5,20.0,Defender - Left-Back,14,left,1.FC Köln,2023-06-30,2012-07-01,act SPORTS GROUP,adidas,Bundesliga
912,Kristian Pedersen,28,1.89,Denmark,1.5,5.0,Defender - Left-Back,3,left,1.FC Köln,2024-06-30,2022-07-01,Boutique Transfers,,Bundesliga
913,Benno Schmitz,28,1.82,Germany,3.0,3.0,Defender - Right-Back,2,right,1.FC Köln,2024-06-30,2018-07-01,Kögl & Partner GmbH,,Bundesliga
914,Ellyes Skhiri,28,1.85,Tunisia France,13.0,13.0,midfield - Defensive Midfield,28,right,1.FC Köln,2023-06-30,2019-07-29,CAA Stellar,,Bundesliga
915,Dejan Ljubicic,25,1.87,Austria,10.0,10.0,midfield - Defensive Midfield,7,right,1.FC Köln,2025-06-30,2021-07-01,Dirk Hebel,,Bundesliga
916,Eric Martel,21,1.88,Germany,6.5,6.5,midfield - Defensive Midfield,6,right,1.FC Köln,2026-06-30,2022-07-01,NGM SPORTS,,Bundesliga
917,Georg Strauch,22,1.77,Germany,0.2,0.2,midfield - Defensive Midfield,17,right,1.FC Köln II,2024-06-30,2020-07-01,Teamgeist ...,,Other
918,Denis Huseinbasic,21,1.84,Germany Bosnia-Herzegovina,5.0,5.0,midfield - Central Midfield,8,right,1.FC Köln,2025-06-30,2022-07-01,ProfiSports Prskalo,Puma,Bundesliga
919,Mathias Olesen,22,1.88,Luxembourg Denmark,1.2,1.2,midfield - Central Midfield,47,both,1.FC Köln,2025-06-30,2022-02-04,PESM,,Bundesliga
920,Joshua Schwirten,21,1.82,Germany,0.2,0.2,midfield - Central Midfield,10,both,1.FC Köln II,2023-06-30,2021-07-01,CS,,Other
921,Kingsley Schindler,29,1.83,Ghana Germany,1.0,3.0,midfield - Right Midfield,17,right,1.FC Köln,2023-06-30,2019-07-01,11WINS,,Bundesliga
922,Florian Kainz,30,1.76,Austria,4.0,4.5,Attack - Left Winger,11,both,1.FC Köln,2025-06-30,2019-01-18,YOU FIRST,,Bundesliga
923,Jan Thielmann,20,1.78,Germany,7.5,9.0,Attack - Right Winger,29,right,1.FC Köln,2024-06-30,2020-01-17,Relatives,,Bundesliga
924,Linton Maina,23,1.8,Germany Kenya,4.5,9.0,Attack - Right Winger,37,right,1.FC Köln,2025-06-30,2022-07-01,ROOF,,Bundesliga
925,Dimitrios Limnios,24,1.78,Greece Brazil,2.0,4.5,Attack - Right Winger,19,right,1.FC Köln,2024-06-30,2020-09-21,LIAN Sports Group,,Bundesliga
926,Steffen Tigges,24,1.94,Germany,3.5,3.5,Attack - Centre-Forward,21,left,1.FC Köln,2026-06-30,2022-07-01,GOOD ADVICE Sports ...,adidas,Bundesliga
927,Mark Uth,31,1.85,Germany,3.0,23.0,Attack - Centre-Forward,13,left,1.FC Köln,2025-06-30,2021-07-01,Sports360 GmbH,,Bundesliga
928,Sargis Adamyan,29,1.84,Armenia,2.0,5.0,Attack - Centre-Forward,23,right,1.FC Köln,2026-06-30,2022-07-05,Karl M. Herzog ...,,Bundesliga
929,Tim Lemperle,21,1.89,Germany,2.0,2.0,Attack - Centre-Forward,25,right,1.FC Köln,2025-06-30,2020-07-01,ROGON,Nike,Bundesliga
930,Davie Selke,28,1.95,Germany,1.8,20.0,Attack - Centre-Forward,27,right,1.FC Köln,2024-06-30,2023-01-02,Sports eXcellence ...,Puma,Bundesliga
931,Sebastian Andersson,31,1.9,Sweden,1.0,7.0,Attack - Centre-Forward,9,right,1.FC Köln,2023-06-30,2020-09-15,People In Sport,,Bundesliga
932,Florian Dietz,24,1.9,Germany,1.0,1.0,Attack - Centre-Forward,33,right,1.FC Köln,2025-06-30,2022-07-01,ROOF,,Bundesliga
933,Maximilian Schmid,20,1.84,Germany,0.2,0.2,Attack - Centre-Forward,9,right,1.FC Köln II,2024-06-30,2022-07-01,ROGON U23,Nike,Other
934,Oliver Christensen,24,1.9,Denmark,4.5,4.5,Goalkeeper,1,right,Hertha BSC,2026-06-30,2021-08-26,Boutique Transfers,,Bundesliga
935,Tjark Ernst,20,1.93,Germany,0.4,0.4,Goalkeeper,12,both,Hertha BSC,2026-06-30,2022-09-01,BMS Sportconsulting ...,,Bundesliga
936,Rune Jarstein,38,1.92,Norway,0.3,2.5,Goalkeeper,22,right,Hertha BSC,2023-06-30,2014-01-01,Golden Patch ...,,Bundesliga
937,Marc Oliver Kempf,28,1.86,Germany,4.5,8.0,Defender - Centre-Back,20,left,Hertha BSC,2026-06-30,2022-01-25,Sports360 GmbH,,Bundesliga
938,Márton Dárdai,21,1.88,Germany Hungary,4.0,6.0,Defender - Centre-Back,31,left,Hertha BSC,2025-06-30,2020-07-01,PRO Profil GmbH,Nike,Bundesliga
939,Agustín Rogel,25,1.91,Uruguay Italy,3.0,4.5,Defender - Centre-Back,3,right,Hertha BSC,2026-06-30,2022-08-31,Ariel Krasouski,,Bundesliga
940,Filip Uremovic,26,1.84,Croatia,2.0,7.0,Defender - Centre-Back,5,right,Hertha BSC,2026-06-30,2022-07-01,Ivan Bosnjak,adidas,Bundesliga
941,Maximilian Mittelstädt,26,1.8,Germany,2.0,14.0,Defender - Left-Back,17,left,Hertha BSC,2027-06-30,2015-08-19,Sports360 GmbH,Nike,Bundesliga
942,Marvin Plattenhardt,31,1.81,Germany,2.0,17.0,Defender - Left-Back,21,left,Hertha BSC,2023-06-30,2014-07-01,Briem Soccer ...,Nike,Bundesliga
943,Lukas Ullrich,19,1.8,Germany,0.75,0.75,Defender - Left-Back,26,left,Hertha BSC II,2023-06-30,2022-07-01,SEG,Puma,Other
944,Jonjoe Kenny,26,1.76,England,4.0,12.0,Defender - Right-Back,16,right,Hertha BSC,2025-06-30,2022-07-01,11WINS,,Bundesliga
945,Peter Pekarik,36,1.77,Slovakia,0.5,3.5,Defender - Right-Back,2,right,Hertha BSC,2023-06-30,2012-08-31,ROGON,,Bundesliga
946,Julian Eitschberger,19,1.79,Germany,0.35,0.35,Defender - Right-Back,42,right,Hertha BSC,2026-06-30,2022-07-01,B360 Sports,,Bundesliga
947,Lucas Tousart,26,1.85,France,11.0,25.0,midfield - Defensive Midfield,29,right,Hertha BSC,2025-06-30,2020-01-27,Hexagon,,Bundesliga
948,Ivan Sunjic,26,1.85,Croatia,4.0,6.0,midfield - Defensive Midfield,34,right,Hertha BSC,2023-06-30,2022-07-05,Soccertalk GmbH,,Bundesliga
949,Tolga Cigerci,31,1.85,Turkey Germany,1.5,4.5,midfield - Defensive Midfield,6,right,Hertha BSC,2024-06-30,2023-01-31,ROGON,,Bundesliga
950,Suat Serdar,26,1.84,Germany Turkey,6.5,25.0,midfield - Central Midfield,8,right,Hertha BSC,2026-06-30,2021-07-01,Sports360 GmbH,,Bundesliga
951,Jean-Paul Boëtius,29,1.78,Netherlands Suriname,2.0,6.0,midfield - Attacking Midfield,10,right,Hertha BSC,2025-06-30,2022-08-08,CAA Stellar,,Bundesliga
952,Kevin-Prince Boateng,36,1.86,Ghana Germany,0.7,23.0,midfield - Attacking Midfield,27,right,Hertha BSC,2023-06-30,2021-07-01,Excellence Sport,Puma,Bundesliga
953,Chidera Ejuke,25,1.76,Nigeria,7.5,9.0,Attack - Left Winger,40,right,Hertha BSC,2023-06-30,2022-07-13,Aneke/PMG,Nike,Bundesliga
954,Dodi Lukébakio,25,1.87,Belgium DR Congo,12.0,21.0,Attack - Right Winger,14,left,Hertha BSC,2024-06-30,2019-08-01,BoostMySport,Nike,Bundesliga
955,Marco Richter,25,1.76,Germany,6.0,10.0,Attack - Right Winger,23,right,Hertha BSC,2025-06-30,2021-08-09,Sports360 GmbH,Nike,Bundesliga
956,Kelian Nsona,21,1.89,France DR Congo,1.2,1.2,Attack - Right Winger,28,right,Hertha BSC,2026-06-30,2022-01-31,ROGON,,Bundesliga
957,Jessic Ngankam,22,1.84,Germany Cameroon,3.5,3.5,Attack - Centre-Forward,24,right,Hertha BSC,2025-06-30,2022-07-02,Sports360 GmbH,,Bundesliga
958,Wilfried Kanga,25,1.89,Cote d'Ivoire France,3.0,4.0,Attack - Centre-Forward,18,right,Hertha BSC,2026-06-30,2022-07-30,Lasana KOITA,,Bundesliga
959,Florian Niederlechner,32,1.87,Germany,2.2,10.0,Attack - Centre-Forward,7,right,Hertha BSC,2025-06-30,2023-01-18,Haspel ...,,Bundesliga
960,Stevan Jovetic,33,1.83,Montenegro Serbia,2.0,30.0,Attack - Centre-Forward,19,right,Hertha BSC,2023-06-30,2021-07-27,LIAN Sports Group,,Bundesliga
961,Derry Scherhant,20,1.85,Germany,0.7,0.7,Attack - Centre-Forward,39,right,Hertha BSC,2025-06-30,2022-07-01,Sports eXcellence ...,,Bundesliga
962,Ibrahim Maza,17,1.77,Germany Algeria,0.25,0.25,Attack - Centre-Forward,10,right,Hertha BSC U19,2026-06-30,2022-07-01,Agent is known - Player under 18,,Other
963,Jiri Pavlenka,31,1.96,Czech Republic,3.0,12.0,Goalkeeper,1,right,Werder Bremen,2025-06-30,2017-07-01,SPORT INVEST,,Bundesliga
964,Michael Zetterer,27,1.87,Germany,0.5,0.8,Goalkeeper,30,both,Werder Bremen,,2015-01-27,EMG Mundial,,Bundesliga
965,Mio Backhaus,19,1.94,Germany,0.3,0.3,Goalkeeper,1,right,W. Bremen U19,,2021-07-01,feel soccer GmbH,,Other
966,Dudu,24,1.96,Germany Brazil,0.2,0.3,Goalkeeper,38,right,Werder Bremen,2024-06-30,2020-07-01,DC International ...,Puma,Bundesliga
967,Louis Lord,19,1.9,Germany,0.15,0.15,Goalkeeper,1,,W. Bremen II,,2021-07-01,CAA Stellar,,Other
968,Marco Friedl,25,1.87,Austria,6.5,7.5,Defender - Centre-Back,32,left,Werder Bremen,2026-06-30,2019-07-01,YOU FIRST,,Bundesliga
969,Amos Pieper,25,1.92,Germany,6.0,7.0,Defender - Centre-Back,5,right,Werder Bremen,2026-06-30,2022-07-01,Sports360 GmbH,,Bundesliga
970,Niklas Stark,28,1.9,Germany,5.5,20.0,Defender - Centre-Back,4,right,Werder Bremen,2026-06-30,2022-07-01,Sports360 GmbH,adidas,Bundesliga
971,Milos Veljkovic,27,1.88,Serbia Switzerland,5.0,12.0,Defender - Centre-Back,13,right,Werder Bremen,2025-06-30,2016-02-01,LIAN Sports Group,,Bundesliga
972,Fabio Chiarodia,17,1.86,Italy Germany,1.0,1.0,Defender - Centre-Back,39,left,Werder Bremen,2024-06-30,2021-10-07,,,Bundesliga
973,Lee Buchanan,22,1.79,England,3.5,3.5,Defender - Left-Back,26,left,Werder Bremen,2026-06-30,2022-07-04,Quantum Sport,,Bundesliga
974,Anthony Jung,31,1.86,Germany Spain,1.5,1.5,Defender - Left-Back,3,left,Werder Bremen,2024-06-30,2021-07-01,CAA Stellar,,Bundesliga
975,Mitchell Weiser,29,1.77,Germany Algeria,5.5,14.0,Defender - Right-Back,8,right,Werder Bremen,2024-06-30,2022-07-15,ROOF,,Bundesliga
976,Felix Agu,23,1.8,Germany Nigeria,1.0,2.5,Defender - Right-Back,27,right,Werder Bremen,2024-06-30,2020-07-01,TDS SPORTS,,Bundesliga
977,Ilia Gruev,23,1.85,Bulgaria Germany,3.0,3.0,midfield - Defensive Midfield,28,left,Werder Bremen,2025-06-30,2019-07-01,feel soccer GmbH,,Bundesliga
978,Christian Groß,34,1.82,Germany,0.5,0.5,midfield - Defensive Midfield,36,both,Werder Bremen,2024-06-30,2020-08-01,DLT Sports Group,,Bundesliga
979,Dikeni Salifou,19,1.91,Togo Germany,0.2,0.2,midfield - Defensive Midfield,19,right,Werder Bremen,,2022-07-01,Karl M. Herzog ...,,Bundesliga
980,Jens Stage,26,1.87,Denmark,3.5,4.0,midfield - Central Midfield,6,right,Werder Bremen,2026-06-30,2022-07-01,CMA Group,Puma,Bundesliga
981,Jean Manuel Mbom,23,1.85,Germany Cameroon,1.0,3.0,midfield - Central Midfield,34,right,Werder Bremen,,2018-07-01,ROOF,adidas,Bundesliga
982,Romano Schmid,23,1.68,Austria,4.5,5.0,midfield - Attacking Midfield,20,right,Werder Bremen,2025-06-30,2019-01-03,YOU FIRST,adidas,Bundesliga
983,Leonardo Bittencourt,29,1.71,Germany Brazil,3.5,7.0,midfield - Attacking Midfield,10,right,Werder Bremen,,2020-07-15,feel soccer GmbH,adidas,Bundesliga
984,Niklas Schmidt,25,1.84,Germany,2.5,2.5,midfield - Attacking Midfield,22,both,Werder Bremen,2025-06-30,2017-07-01,SEG,Nike,Bundesliga
985,Maximilian Philipp,29,1.83,Germany,2.0,20.0,Attack - Second Striker,17,right,Werder Bremen,2023-06-30,2023-01-30,Unique Sports Group,,Bundesliga
986,Niclas Füllkrug,30,1.89,Germany,13.0,15.0,Attack - Centre-Forward,11,right,Werder Bremen,2025-06-30,2019-07-01,ROOF,,Bundesliga
987,Marvin Ducksch,29,1.88,Germany,6.5,6.5,Attack - Centre-Forward,7,right,Werder Bremen,2024-06-30,2021-08-25,EMG Mundial,,Bundesliga
988,Eren Dinkci,21,1.88,Germany Turkey,0.7,0.7,Attack - Centre-Forward,21,right,Werder Bremen,2025-06-30,2021-01-01,EMG Mundial,,Bundesliga
989,Alexander Schwolow,30,1.9,Germany,0.9,9.0,Goalkeeper,13,right,FC Schalke 04,2023-06-30,2022-07-01,feel soccer GmbH,,Bundesliga
990,Ralf Fährmann,34,1.97,Germany,0.4,13.0,Goalkeeper,1,right,FC Schalke 04,2025-06-30,2011-07-01,Siebert & Backs,adidas,Bundesliga
991,Justin Heekeren,22,1.96,Germany,0.25,0.25,Goalkeeper,28,both,FC Schalke 04,2025-06-30,2022-07-01,ROYAL,,Bundesliga
992,Michael Langer,38,1.95,Austria,0.05,0.75,Goalkeeper,34,right,FC Schalke 04,2023-06-30,2017-08-04,PESM,,Bundesliga
993,Moritz Jenz,24,1.9,Germany,5.5,5.5,Defender - Centre-Back,25,right,FC Schalke 04,2023-06-30,2023-01-26,Sports360 GmbH,,Bundesliga
994,Sepp van den Berg,21,1.92,Netherlands,5.0,5.0,Defender - Centre-Back,5,right,FC Schalke 04,2023-06-30,2022-08-30,Key United,,Bundesliga
995,Leo Greiml,21,1.87,Austria,1.5,2.5,Defender - Centre-Back,3,right,FC Schalke 04,2025-06-30,2022-07-01,YOU FIRST,,Bundesliga
996,Maya Yoshida,34,1.89,Japan,1.5,7.0,Defender - Centre-Back,4,right,FC Schalke 04,2023-06-30,2022-07-05,CAA Base Ltd,Mizuno,Bundesliga
997,Marcin Kaminski,31,1.92,Poland,1.0,3.5,Defender - Centre-Back,35,left,FC Schalke 04,2023-06-30,2021-07-01,Wojciech Zlobicki,,Bundesliga
998,Henning Matriciani,23,1.87,Germany,1.0,1.0,Defender - Centre-Back,41,right,FC Schalke 04,2024-06-30,2021-09-28,TPWE GmbH,adidas,Bundesliga
999,Timothée Kolodziejczak,31,1.83,France Poland,0.7,7.0,Defender - Centre-Back,15,left,FC Schalke 04,2023-06-30,2022-10-21,,,Bundesliga
1000,Ibrahima Cissé,22,1.96,Mali France,0.2,0.2,Defender - Centre-Back,22,right,FC Schalke 04,2026-06-30,2022-07-01,,,Bundesliga
1001,Thomas Ouwejan,26,1.83,Netherlands,2.5,3.0,Defender - Left-Back,2,left,FC Schalke 04,2024-06-30,2022-07-01,CAA Stellar,,Bundesliga
1002,Jere Uronen,28,1.77,Finland,1.0,3.5,Defender - Left-Back,18,left,FC Schalke 04,2023-06-30,2023-01-07,NGA Sport,,Bundesliga
1003,Cédric Brunner,29,1.8,Switzerland,2.5,3.2,Defender - Right-Back,27,right,FC Schalke 04,2024-06-30,2022-07-07,ROOF,Nike,Bundesliga
1004,Mehmet Aydin,21,1.8,Turkey Germany,2.0,2.0,Defender - Right-Back,23,right,FC Schalke 04,2025-06-30,2021-07-01,KIN Partners,,Bundesliga
1005,Alex Kral,24,1.86,Czech Republic Slovakia,5.5,10.0,midfield - Defensive Midfield,30,right,FC Schalke 04,2023-06-30,2022-07-14,K2K Sports ...,Nike,Bundesliga
1006,Éder Balanta,30,1.8,Colombia,3.0,6.5,midfield - Defensive Midfield,33,left,FC Schalke 04,2023-06-30,2023-01-31,no agent,,Bundesliga
1007,Niklas Tauer,22,1.83,Germany,1.5,1.5,midfield - Defensive Midfield,21,right,FC Schalke 04,2024-06-30,2023-01-01,PRO Profil GmbH,adidas,Bundesliga
1008,Tom Krauß,21,1.82,Germany,6.0,6.0,midfield - Central Midfield,6,right,FC Schalke 04,2023-06-30,2022-07-01,ROOF,adidas,Bundesliga
1009,Danny Latza,33,1.79,Germany,0.6,5.0,midfield - Central Midfield,8,right,FC Schalke 04,2024-06-30,2021-07-01,feel soccer GmbH,,Bundesliga
1010,Soichiro Kozuki,22,1.8,Japan,0.6,0.6,midfield - Right Midfield,38,right,FC Schalke 04,2025-06-30,2023-01-01,PRO Profil GmbH,,Bundesliga
1011,Tobias Mohr,27,1.83,Germany,1.8,1.8,midfield - Left Midfield,29,left,FC Schalke 04,2025-06-30,2022-07-01,KL Sportsbase,,Bundesliga
